set	chromosome	valid	linkage.map.length	linkage.map.length.correctedCh	linkage.map.length.correctedHW	phys.map.length	nb.markers	density.markers.cM	density.markers.bp	marker.interval.cM	largest.gap.cM	marker.interval.bp	chrwide.rate	map.coverage	rejected.rate	mean.recrate	median.recrate	sd.recrate	max	cv.recrate	gini	span	species	centromeric_index	peripherybias_ratio	peripherybias_mode	brokenstick_pvariance	genecount	centromere_position_estimated	centromeric_index_position_oriented
Citrus_sinensis_Huang2018	4	TRUE	73.98	75.6806896551724	75.6806896551724	25433911	88	1.18951067856177	3.45994762661551e-06	0.850344827586207	3.81	290868.977011494	2.97558207446635	0.907358804192021	0.0638297872340425	2.87757423782119	2.12308919622673	2.2112401210836	7.35530680008458	0.768438948340698	0.419979919721087	0.3	Citrus sinensis	0.45	2.7234291814888	1	0.00965410317556608	NA	13.2307718838384	13.98865105
Citrus_sinensis_Huang2018	5	TRUE	90.87	92.7436082474227	92.7436082474227	42876899	98	1.07846373940795	2.28561305238049e-06	0.93680412371134	4.34	439295.845360825	2.16302042382829	0.88431999516969	0	2.06307024517278	1.43610272419631	2.09780835712396	11.1616751244779	1.01683806551544	0.513868283200082	0.2	Citrus sinensis	0.37	1.97912095494384	1	0.012531272903442	NA	14.5088496616162	15.86445263
Citrus_sinensis_Huang2018	6	TRUE	68.2	69.9947368421053	69.9947368421053	25444028	77	1.12903225806452	3.02625040343455e-06	0.897368421052632	6.32	330732.552631579	2.7509298780093	0.895447350985343	0	2.6467142859453	0.697856651961451	3.4062687447748	13.92935595197	1.28698014850447	0.631804289000655	0.3	Citrus sinensis	0.35	1.02128021694945	7	0.0295365200577681	NA	2.44159864646465	8.9054098
Citrus_sinensis_Huang2018	7	TRUE	86.24	88.4232911392405	88.4232911392405	21052073	80	0.927643784786642	3.80010082617517e-06	1.09164556962025	4.45	264379.734177215	4.20021777139194	0.843592041962593	0.0588235294117647	4.09952560966153	3.45996546815942	1.83544385908694	8.22690364755145	0.447721037468645	0.248907661823999	0.3	Citrus sinensis	0.38	0.498197261178235	11	0.00225065450945401	NA	13.0778029242424	13.05228526
Citrus_sinensis_Huang2018	8	TRUE	82.11	84.3908333333333	84.3908333333333	25010938	73	0.889051272682986	2.9187230003129e-06	1.14041666666667	8.25	346321.138888889	3.37415707213113	0.831041565728462	0.0394736842105263	3.3103166931868	1.16642740743911	4.59574548300649	15.652920888486	1.38830991381137	0.655169625333926	0.3	Citrus sinensis	0.4	3.76377686315273	1	0.0207868112130481	NA	13.0107404747475	15.0065628
Citrus_sinensis_Huang2018	9	TRUE	60.53	62.5818644067797	62.5818644067797	27724160	60	0.991244011234099	2.16417738174935e-06	1.02593220338983	7.33	466959.271186441	2.25730425761429	0.862273855065947	0	2.15741399975813	0.419561960975491	3.68319851535601	16.4428855660591	1.70722842985581	0.711303372152365	0.3	Citrus sinensis	0.37	1.91215399623181	6	0.0339488631402918	NA	22.5433826262626	17.4662208
Coffea_canephora_Crouzillat2020	A	TRUE	111.959	112.86189516129	112.86189516129	66309138	249	2.22402843898213	3.75513854515798e-06	0.451447580645161	3.22799999999999	266831.306451613	1.70205643694675	0.988298718086973	0	1.67287760354415	1.22745232472813	1.83687023085126	7.93539812182545	1.09803026052813	0.562315697409801	0.45	Coffea canephora	0.25	1.68748954499789	5	0.0205139364241016	NA	33.154569	49.7318535
Coffea_canephora_Crouzillat2020	B	TRUE	229.217	230.180096638655	230.180096638655	79273777	477	2.0809974827347	6.0171221562964e-06	0.481548319327731	3.61500000000001	166485.481092437	2.90360955853858	0.984423547581612	0.0103734439834025	2.83732102801966	2.41248599916629	2.62228668139439	9.62287805867411	0.92421219012522	0.51131264586266	0.2	Coffea canephora	0.27	1.40257081835361	11	0.0140694876779401	NA	45.2421050555556	57.86985721
Coffea_canephora_Crouzillat2020	C	TRUE	125.841	127.4140125	127.35165	42066182	161	1.27939224894907	3.82730241598822e-06	0.755325	9.159	262690.1	3.02741166288873	0.922601238352298	0	2.65907892331693	1.89792857132638	2.8427773836205	14.7287984011512	1.06908349304444	0.507403578658256	0.2	Coffea canephora	0.25	2.68945578986896	1	0.0188375925426884	NA	25.2822002929293	31.5496365
Coffea_canephora_Crouzillat2020	D	TRUE	108.298	109.28702283105	109.240410958904	50879625	220	2.03143179006076	4.32393123966617e-06	0.471205479452055	4.914	231785.292237443	2.14703647990535	0.982800304178601	0.0434782608695652	1.93587354848172	1.17859198345349	2.14218527910133	7.79533394638744	1.10657293746351	0.588760240411261	0.2	Coffea canephora	0.27	3.30454406949927	1	0.0293048969653777	NA	27.4955549242424	37.14212625
Coffea_canephora_Crouzillat2020	E	TRUE	104.589	105.52701793722	105.52701793722	50758038	224	2.14171662411917	4.41309413890269e-06	0.469008968609865	3.44	227488.246636771	2.07902082301171	0.98620478171896	0	1.91637550144247	1.36747193274045	2.01798586283907	8.5025152934734	1.05302215631546	0.551221998404685	0.2	Coffea canephora	0.42	2.78046855227288	1	0.0158053506340828	NA	21.2773593636364	21.31837596
Coffea_canephora_Crouzillat2020	F	TRUE	155.41	156.439205298013	156.439205298013	67791390	303	1.94968148767776	4.46959414757538e-06	0.514602649006623	6.07500000000002	224336.592715232	2.30765596188562	0.979745189849793	0	2.15395539198895	1.80017771998196	2.08232413213175	9.95669827382735	0.966744316004119	0.522505286141239	0.2	Coffea canephora	NA	2.90724739452466	1	0.0267819813741244	NA	40.0585486363636	NA
Coffea_canephora_Crouzillat2020	G	TRUE	99.627	100.42084063745	100.42084063745	41492812	252	2.52943479177331	6.07334108857216e-06	0.3969203187251	2.134	164968.888446215	2.42019848250946	0.993647263306374	0.015625	2.27224708016798	0.683808668552212	2.40996688039234	7.5222554318525	1.06060951796412	0.576555234379086	0.2	Coffea canephora	0.3	0	20	0.0160847697781733	NA	36.2538205858586	29.0449684
Coffea_canephora_Crouzillat2020	H	TRUE	126.48	127.885333333333	127.885333333333	49847004	181	1.43105629348514	3.63111090889234e-06	0.702666666666667	5.619	276808.555555556	2.5655570660442	0.942852097265302	0.0621761658031088	2.43161413607472	1.60152682970361	2.89932318947982	15.3890350117633	1.19234509557512	0.586523239387091	0.2	Coffea canephora	0.29	1.98927001290197	3	0.0256961085702744	NA	21.3989663636364	14.45563116
Coffea_canephora_Crouzillat2020	I	TRUE	86.824	88.1008235294118	88.1008235294118	41935521	137	1.57790472680365	3.26692018444221e-06	0.638411764705882	4.025	308092.992647059	2.1008639317826	0.957396098849945	0	2.0825715168309	0.937491190671094	2.9898872792024	14.3192805764362	1.43567087854547	0.672016719682262	0.2	Coffea canephora	0.32	6.85413033629673	1	0.035147773692871	NA	29.0159918030303	28.51615428
Coffea_canephora_Crouzillat2020	J	TRUE	103.671	104.534925	104.534925	49944494	241	2.32466167009096	4.82535672500757e-06	0.4319625	2.37400000000001	207847.425	2.09302200558884	0.990431925928162	0	2.04884993367591	0.117134317075675	2.99571363898878	15.5994313273807	1.46214400076343	0.699810762675966	0.2	Coffea canephora	0.5	6.16648345302634	1	0.040247027085781	NA	38.0889827979798	24.972247
Coffea_canephora_Crouzillat2020	K	TRUE	94.753	95.634423255814	95.6174558139535	42737319	216	2.27961119964539	5.05413079374492e-06	0.432227906976744	2.989	197092.790697674	2.23732929559651	0.98952980258829	0	1.85050487038094	0.602286039041765	2.62458052731218	12.6481283067957	1.41830511733368	0.676108515928355	0.25	Coffea canephora	0.49	1.33769863949083	5	0.031760654357401	NA	4.10105586363636	20.94128631
Cucumis_melo_Pereira2018	1	TRUE	124.633	128.653419354839	128.653419354839	36998948	63	0.50548410132148	1.70275111605876e-06	2.01020967741935	7.76900000000001	591245.225806452	3.47721830779726	0.636133487549781	0.0307692307692308	3.38555574264568	2.04276043101412	3.60870629070253	13.8890543941339	1.06591253106424	0.525262036567398	0.3	Cucumis melo	0.34	3.35958138263439	1	0.0112942077036855	2807	21.8630147272727	24.41930568
Cucumis_melo_Pereira2018	2	TRUE	127.708	131.464117647059	131.464117647059	26206397	69	0.540295048078429	2.63294492562255e-06	1.87805882352941	9.101	382973.441176471	5.01648958638072	0.660604809255389	0.0142857142857143	4.98952664310517	2.64996850979814	5.33821032040912	21.6949663575655	1.06988311762716	0.526575531243594	0.3	Cucumis melo	0.32	3.1169522600072	1	0.00672800373305491	2064	19.9856866010101	17.82034996
Cucumis_melo_Pereira2018	3	TRUE	122.55	125.61375	125.61375	31386360	81	0.660954712362301	2.58073889422029e-06	1.531875	5.879	391488.2125	4.00217642313413	0.733374286119667	0.0121951219512195	3.94005367400733	1.95087986352123	3.95351219859349	12.5497257372395	1.00341582265108	0.54395891529029	0.3	Cucumis melo	0.44	1.17470777597972	7	0.0122444770113731	2229	17.5953836363636	17.5763616
Cucumis_melo_Pereira2018	4	TRUE	156.942	160.211625	160.211625	33938856	97	0.618062723808796	2.8580810148698e-06	1.6348125	9.53400000000001	349225.302083333	4.72059591519526	0.70949237280129	0	4.79184045080954	3.1258385478018	5.09755248106848	19.0188409964516	1.06379845769015	0.560050140816472	0.25	Cucumis melo	0.4	2.08252265695546	5	0.012584888696225	2833	4.97084254545454	13.5755424
Cucumis_melo_Pereira2018	5	TRUE	125.119	128.745637681159	128.745637681159	29246933	70	0.559467387047531	2.39341335380363e-06	1.81331884057971	9.42	421219.028985507	4.40202183528644	0.673372458505865	0.0140845070422535	4.38871688961291	1.07642987087935	5.48517809263793	20.6947658892909	1.24983639423634	0.624744895414672	0.3	Cucumis melo	0.18	2.39195529527049	6	0.0195821692655214	2021	7.82872448989899	5.26444794
Cucumis_melo_Pereira2018	6	TRUE	152.891	156.811282051282	155.634461538462	37606100	79	0.516707981503162	2.10072302099925e-06	1.96014102564103	6.28299999999999	479176.41025641	4.1385429900591	0.644210481448869	0	4.27151064552762	1.4416769335376	4.51607210630169	17.25182252906	1.05725409136698	0.560195286024253	0.3	Cucumis melo	0.38	3.15287707344509	3	0.0195442850850118	2847	26.0203823232323	23.315782
Cucumis_melo_Pereira2018	7	TRUE	130.868	134.311894736842	134.311894736842	28790957	77	0.588379130115842	2.67445087011175e-06	1.72194736842105	8.637	376965.894736842	4.66507225643254	0.691723527368701	0	4.69585865662234	1.96609019171611	5.7406672475473	18.4050167185893	1.22249574940922	0.623017737831603	0.3	Cucumis melo	0.37	2.51053876969118	3	0.021674623615297	2235	14.6862962474747	18.13830291
Cucumis_melo_Pereira2018	8	TRUE	129.213	133.070104477612	133.070104477612	33089211	68	0.526262837330609	2.05505051178162e-06	1.92855223880597	7.272	489228.731343284	4.02155568102279	0.650944964601711	0	3.91153223688054	1.830161366539	4.74179709807754	16.1001222816774	1.21226077427375	0.626470464092897	0.3	Cucumis melo	0.34	4.35520524128968	1	0.0198075701152462	2569	17.8815433181818	21.83887926
Cucumis_melo_Pereira2018	9	TRUE	109.509	113.491145454545	113.491145454545	25155108	56	0.511373494415984	2.22618801716137e-06	1.99107272727273	6.504	456718	4.51165407258619	0.64039425083009	0	4.44497122503394	0.984994034660009	5.54998378452397	17.2428995298193	1.24859836060729	0.633988820689723	0.3	Cucumis melo	0.48	2.0409228314139	5	0.0295715618944992	2016	9.52845	12.07445184
Cucumis_melo_Pereira2018	10	TRUE	103.145	107.833409090909	107.833409090909	23424152	45	0.436279024674003	1.92109409126102e-06	2.34420454545455	13.526	525764.954545455	4.60351388989062	0.582118779928682	0.0625	4.51460585714314	2.61203874834616	5.01662645318142	23.5909848701684	1.11119920806464	0.548480737716972	0.3	Cucumis melo	0.37	1.60978142805559	3	0.0210118120067425	1801	14.078151959596	14.75721576
Cucumis_melo_Pereira2018	12	TRUE	103.817	107.459701754386	107.459701754386	27373850	58	0.558675361453327	2.11881047057685e-06	1.82135087719298	8.431	473235.789473684	3.9256334696941	0.672854653754252	0.0169491525423729	3.64933505962773	1.28035315573984	4.67974922426999	21.4252700001875	1.28235668904224	0.642024592095055	0.3	Cucumis melo	0.47	3.79482587191594	1	0.0321516139007743	2056	18.9404921717172	14.5081405
Cucumis_sativus_Zhu2016	2	TRUE	139.539	140.397701538462	140.397701538462	22842229	326	2.33626441353313	1.42718120897921e-05	0.429350769230769	1.768	69858.3107692308	6.14640985949583	0.990651401379417	0	6.20166277504247	6.0559038491619	1.70956760030567	10.3220628754312	0.275662779857288	0.157211253588429	0.2	Cucumis sativus	0.46	0.767106052745437	6	0.000803233824048054	2934	9.57527781313131	10.50742534
Cucumis_sativus_Zhu2016	3	TRUE	212.143	212.797762345679	212.797762345679	39753004	649	3.0592571991534	1.63258102456861e-05	0.327381172839506	2.28900000000002	61011.7314814815	5.35299828776912	0.997798275579845	0	5.35292676529158	5.60635915273647	1.89709457362367	9.48330388409743	0.354403237108427	0.201636264885451	0.2	Cucumis sativus	0.46	1.37665524641345	1	0.00169605177633104	4915	16.664138040404	18.28638184
Cucumis_sativus_Zhu2016	6	TRUE	155.151	155.857838268793	155.857838268793	29015682	440	2.83594691623	1.51642136138658e-05	0.353419134396355	1.962	65972.9453302961	5.37150352932572	0.996558658223917	0	5.48264636649877	5.4872176142905	1.5511792498207	10.0137045236124	0.282925278438356	0.157576535953694	0.2	Cucumis sativus	0.44	0.579930811589334	13	0.000347239869401857	3951	23.8866473030303	16.24878192
Cucumis_sativus_Zhu2016	7	TRUE	100.687	101.28811641791	101.28811641791	18717470	336	3.33707429956201	1.79511440381633e-05	0.300558208955224	1.441	55852.9402985075	5.41142133086953	0.998736852426893	0	5.39298176655588	5.28050537880745	2.71027372641795	12.1230508067266	0.502555699933102	0.282121693439116	0.2	Cucumis sativus	0.36	0	7	0.00139862456668812	2458	11.0603231818182	11.9791808
Cucumis_sativus_Zhu2016	1	TRUE	136.927	137.606538461538	137.606538461538	28933049	404	2.95047726160655	1.3963270860254e-05	0.339769230769231	1.30800000000001	71723.6079404466	4.75603309079311	0.997263168797325	0	4.81506404525665	4.7292599505118	1.25719975398546	7.39055404539938	0.261097202896799	0.14947155105601	0.2	Cucumis sativus	0.42	0.917452192283819	5	0.000874548224735253	3497	13.0052593989899	12.15188058
Cucumis_sativus_Zhu2016	4	TRUE	165.675	166.335059760956	166.335059760956	23400650	503	3.03606458427644	2.14951294087985e-05	0.330029880478088	1.962	46519.6932270916	7.10813843893038	0.997693742431746	0	7.16662241699434	6.69257819481173	2.32129444684228	12.0795044492863	0.323903550623478	0.183746222177504	0.2	Cucumis sativus	0.37	0.848028411290777	12	0.000793355146346887	2848	17.6095800505051	14.7424095
Cucumis_sativus_Zhu2016	5	TRUE	151.069	151.828140703518	151.828140703518	27822732	399	2.64117721041378	1.43407915513114e-05	0.379570351758794	2.357	69853.1532663317	5.45698174800079	0.994919544829063	0	5.42018263364514	4.85143812232576	3.24088453616978	17.6051692437823	0.597929028452358	0.298091960112231	0.2	Cucumis sativus	0.49	0.364969659306072	5	0.00183616734310198	3177	21.4993838181818	14.18959332
Cucurbita_maxima_Wang2020	1	TRUE	187.333	188.009292418773	188.009292418773	13076102	555	2.96263872355645	4.24438414444916e-05	0.338146209386282	10.471	23074.1444043321	14.3780839594837	0.997328933497305	0	14.5390399115138	15.2832846135039	6.03793040655296	23.5413286094576	0.415290861246716	0.227879520721793	0.2	Cucurbita maxima	NA	0.475734271398409	10	0.00111279037048078	2058	6.40596916161616	NA
Cucurbita_maxima_Wang2020	2	TRUE	151.203	152.14801875	152.14801875	10068182	321	2.12297375052082	3.18826179343997e-05	0.472509375	7.88	30980.15	15.1117668264241	0.985677843010603	0	14.9518387450866	14.2722974005309	6.85812655810881	44.2684746523917	0.458681147852969	0.240193797278909	0.2	Cucurbita maxima	NA	0.213279404986837	16	0.000866536562982596	1820	4.52559695959596	NA
Cucurbita_maxima_Wang2020	3	TRUE	169.593	170.383643356643	170.383643356643	9420685	430	2.53548200692246	4.56442392458723e-05	0.395321678321678	5.42100000000001	21499.344988345	18.0861204208233	0.993723633280934	0	19.0037009447132	20.0688560269822	9.25252615036123	52.4822664370447	0.486880222819717	0.258776904333541	0.2	Cucurbita maxima	NA	0.53049495089058	15	0.00103002795487627	1510	1.76043103535354	NA
Cucurbita_maxima_Wang2020	4	TRUE	196.015	196.500786864932	196.500786864932	19751935	808	4.12213351019055	4.09073845170106e-05	0.242893432465923	6.114	24219.2750929368	9.94843223536994	0.999737239351098	0	10.163500799002	10.6823274469371	4.68028587892819	19.4044377351807	0.460499386135509	0.259163257186358	0.2	Cucurbita maxima	NA	1.3031381852281	3	0.00209095186160226	3037	11.073054469697	NA
Cucurbita_maxima_Wang2020	5	TRUE	171.91	172.909476744186	172.909476744186	9943776	345	2.00686405677389	3.4695069559089e-05	0.499738372093023	6.63800000000001	28368.0436046512	17.3887139798992	0.98193408225961	0	17.7849609918	16.0824202611362	12.686071291265	84.9007256480938	0.713303295807849	0.329169077883488	0.2	Cucurbita maxima	NA	0.373001352219099	14	0.0021095475058682	1436	5.77542545454545	NA
Cucurbita_maxima_Wang2020	6	TRUE	190.003	190.728202290076	190.676904580153	10713595	525	2.76311426661684	4.90031590703214e-05	0.336952290076336	8.172	19807.0458015267	17.7976584498623	0.996019025073333	0.0313653136531365	16.8088789643199	16.0642817734763	7.61172550533986	34.4511320471475	0.452839568985963	0.255952237657947	0.2	Cucurbita maxima	NA	0.880245292701004	12	0.00227947445901985	1761	4.59927058080808	NA
Cucurbita_maxima_Wang2020	7	TRUE	135.773	136.746283154122	136.746283154122	7923452	280	2.06226569347367	3.53381329248918e-05	0.486641577060932	6.548	25566.9498207885	17.2584226110188	0.983828929212279	0	19.0336913606951	19.6445422497578	6.65345773391383	34.9730942655076	0.34956213210714	0.196268949502553	0.2	Cucurbita maxima	NA	0.641715750038141	9	0.00146306313927784	1380	5.00217929292929	NA
Cucurbita_maxima_Wang2020	8	TRUE	169.447	170.348313829787	170.236553191489	7916598	377	2.22488447715215	4.76214656851339e-05	0.394776595744681	6.63899999999998	20943.2473404255	21.5037511304085	0.988318734435237	0.0527638190954774	18.2898352559894	18.0500771909079	8.89614850443585	40.6425704674222	0.486398503864195	0.265702527345486	0.2	Cucurbita maxima	NA	0.525780935391236	11	NA	1310	3.71840209090909	NA
Cucurbita_maxima_Wang2020	9	TRUE	121.954	122.970283333333	122.970283333333	7041570	241	1.97615494366728	3.42253219097446e-05	0.508141666666667	7.482	27160.45	17.46347523824	0.980789723088407	0	18.6387665505695	17.7689651625191	8.48734988582543	45.8937113689343	0.455360061664923	0.250381954916673	0.2	Cucurbita maxima	NA	NA	18	0.00307365113340362	1311	2.31162651515152	NA
Cucurbita_maxima_Wang2020	10	TRUE	189.321	190.026106145251	190.026106145251	8783849	538	2.8417344087555	6.1248776020626e-05	0.352553072625698	3.707	16349.0018621974	21.6335806939818	0.99659826205448	0	20.9838938301453	21.0011978417116	14.6280335510979	80.1131195831929	0.697107680276358	0.33520383108678	0.2	Cucurbita maxima	NA	0.257834130808502	10	0.00227100166609636	1193	5.81153645959596	NA
Cucurbita_maxima_Wang2020	11	TRUE	180.77	181.188449074074	181.188449074074	12757830	865	4.78508602091055	6.78014991577721e-05	0.209224537037037	3.707	14709.8923611111	14.2021369679698	0.999930220622408	0	14.1220799118793	14.8635355710544	5.80511836986944	28.3187985629242	0.411066812119243	0.22394417161086	0.2	Cucurbita maxima	NA	0.550725126200596	6	0.00133565685195472	1981	7.92531863636364	NA
Cucurbita_maxima_Wang2020	12	TRUE	196.347	197.206286652079	197.165468271335	10161579	458	2.33260503088919	4.50717354064757e-05	0.409234135667396	4.815	22215.4004376368	19.4030345354137	0.990582730192721	0.0653061224489796	17.8884282002231	15.7809053010222	10.4047409999167	38.0268184041465	0.581646463482291	0.330856648946774	0.2	Cucurbita maxima	NA	0.564462397992621	8	0.00403033137986041	1337	4.97814728787879	NA
Cucurbita_maxima_Wang2020	13	TRUE	170.727	171.734238938053	171.734238938053	8300696	340	1.99148347947308	4.09604206683391e-05	0.503619469026549	5.538	21907.185840708	20.6891372648815	0.981369718024945	0	21.6595835288041	21.5460265060668	12.2181985100297	41.640910819623	0.564101266941783	0.321118324320384	0.2	Cucurbita maxima	NA	0.289014283024264	15	0.00163909419739666	1156	3.14420303030303	NA
Cucurbita_maxima_Wang2020	15	TRUE	175.144	176.296263157895	176.296263157895	9074785	305	1.74142419951583	3.360961168777e-05	0.576131578947368	7.864	28742.7960526316	19.4270457270222	0.969280215909508	0	20.1312713894591	17.741976499467	10.0753613517115	52.2197812580403	0.500483111910509	0.261664010266013	0.2	Cucurbita maxima	NA	NA	11	0.00319768547563691	1448	6.00402441919192	NA
Cucurbita_maxima_Wang2020	16	TRUE	132.097	134.280421487603	134.280421487603	9360611	122	0.923563744823879	1.30333372468955e-05	1.09171074380165	9.161	74223.4132231405	14.3452624500263	0.842310518970043	0.0895522388059701	14.6619812782466	13.3046031620968	10.5297863932084	55.7477207343793	0.718169406533823	0.374975815823014	0.2	Cucurbita maxima	NA	0.64212437851671	5	0.00575833941814044	1297	5.72037338888889	NA
Cucurbita_maxima_Wang2020	17	TRUE	193.601	194.713649425287	194.713649425287	9435726	349	1.80267663906695	3.69870850425288e-05	0.556324712643678	8.49600000000001	26267.0057471264	20.6357888545394	0.972822158220345	0	20.2679540353776	19.5738788158306	9.36455665724087	42.2544799250738	0.462037591011657	0.260231258685916	0.2	Cucurbita maxima	NA	0.658381469429641	11	0.00161494232542589	1443	5.28972518181818	NA
Cucurbita_maxima_Wang2020	18	TRUE	189.055	189.609413489736	189.609413489736	10059635	683	3.61270529740023	6.78951075262671e-05	0.277206744868035	2.708	14565.1217008798	18.8485380920616	0.999272146375186	0	19.3554098701323	18.8124386396361	10.7132916972488	60.1845163654946	0.553503737153132	0.292252125828178	0.2	Cucurbita maxima	NA	0.471350685835896	12	0.00324732367691075	1350	4.6233676010101	NA
Cucurbita_maxima_Wang2020	19	TRUE	141.371	142.529778688525	142.529778688525	8586607	245	1.73302869754051	2.85328069632161e-05	0.579389344262295	6.029	34638.1967213115	16.5990802523656	0.968760045019006	0	15.6625611734996	14.4271992641921	13.9607589917612	81.5987202784503	0.891345855707315	0.466454083062814	0.2	Cucurbita maxima	NA	1.14528982335401	3	0.0112902958402178	1126	2.73210222727273	NA
Cucurbita_maxima_Wang2020	20	TRUE	172.829	174.318905172414	174.318905172414	8838752	233	1.34815337703742	2.63611876427803e-05	0.744952586206897	10.136	38088.0086206897	19.7221174632362	0.932545821865599	0	19.9306050783646	14.0080125743658	16.8657799331601	80.3105471747068	0.846225183171611	0.426824677557143	0.2	Cucurbita maxima	NA	2.08021718574956	1	0.0093387424402491	1162	4.77649729292929	NA
Cucurbita_pepo_MonteroPau2017	1	TRUE	277.600644537766	278.358081494213	278.304509725616	21200524	734	2.64408607992314	3.46217857634085e-05	0.351932593924754	25.312560474793	28775.6889495225	13.1272467475623	0.994949015781068	0.0479896238651102	12.3094759505823	11.4206138261946	7.53975042461094	31.0486415114933	0.612515955584145	0.338003324471018	0.2	Cucurbita pepo	NA	1.05591784733673	5	0.00748342650868448	3275	11.4568488282828	NA
Cucurbita_pepo_MonteroPau2017	2	TRUE	187.359987918605	188.012810176161	188.012810176161	14365512	575	3.06895835331607	4.00264188286502e-05	0.326411128778057	8.82457651615	24943.6254355401	13.0877904091522	0.997840582364067	0	13.0303202665879	11.5355751936407	8.38490175868915	50.7054266054499	0.643491609349737	0.307660229951708	0.2	Cucurbita pepo	NA	0.625472304403264	6	0.00337893114480762	2090	7.61807454545455	NA
Cucurbita_pepo_MonteroPau2017	5	TRUE	125.574995976546	126.102622010061	126.102622010061	10798527	477	3.79852689853234	4.41726913309565e-05	0.26381301675745	4.60048251348029	22404.1785714286	11.6777614215403	0.999498071960955	0.046	11.5969313814998	11.4434353728468	3.40332926455266	22.4917332492522	0.293468086737315	0.15178239597644	0.2	Cucurbita pepo	NA	1.20184095612158	4	0.000731363424895893	1899	6.05371968181818	NA
Cucurbita_pepo_MonteroPau2017	8	TRUE	134.977831382433	135.644388574445	135.644388574445	10022343	406	3.00790134084818	4.05094896472811e-05	0.333278596006007	9.2335691299249	24609.5234567901	13.5341993957346	0.997560110876008	0.0216867469879518	13.4973944690537	12.0588932320141	6.37256143946292	35.7460893500358	0.472132710803829	0.240742864309766	0.2	Cucurbita pepo	NA	0.25228204508017	8	0.00140310463353953	1604	1.26544734848485	NA
Cucurbita_pepo_MonteroPau2017	9	TRUE	158.245397790984	159.073907727062	159.073907727062	9894683	383	2.42029155568796	3.87076574358168e-05	0.414254968039225	7.20378337719569	25846.2958115183	16.0767058153417	0.992097555297561	0	16.1223722544903	11.8314210450486	10.7060052356094	41.8188410592862	0.664046522845151	0.344672494640257	0.2	Cucurbita pepo	NA	0.737148770049887	11	0.00243735372529133	1511	5.14723408585859	NA
Cucurbita_pepo_MonteroPau2017	19	TRUE	161.775782299923	162.664660224648	162.599464632365	8230047	365	2.25620914830942	4.43496859738468e-05	0.41184116622081	11.3834858123122	22395.6565934066	19.7568087560575	0.989028105228788	0.0161725067385445	16.7210411347815	12.7497007960543	13.7438225288692	64.0424716145562	0.821947773352498	0.391330607475648	0.2	Cucurbita pepo	NA	0.470392726709194	4	0.00498128731622072	1370	2.20299237878788	NA
Cucurbita_pepo_MonteroPau2017	10	TRUE	126.838096031711	127.560820225624	127.472726328477	6640351	352	2.77519145282657	5.30092460473851e-05	0.317315148383043	10.0640566738465	18809.7834757835	19.1966849837421	0.996114031000932	0.0140056022408964	16.4753370627521	13.0393186654514	11.1269454155925	51.0237204466491	0.675369819337333	0.332201243661752	0.2	Cucurbita pepo	NA	0.462321091718713	15	NA	1461	1.77746769191919	NA
Cucurbita_pepo_MonteroPau2017	17	TRUE	111.13310620778	111.852414338575	111.835619205244	8673144	310	2.78944781243141	3.57425173616396e-05	0.351256498732128	12.4120522242122	27960.3300970874	12.8944727777198	0.996223265852204	0.0548780487804878	12.1158780201753	13.1252409707922	4.40226624280259	21.0613390003928	0.363346860662674	0.192388983941711	0.2	Cucurbita pepo	NA	1.74157396253049	1	0.00224966765084033	1347	3.81092690909091	NA
Cucurbita_pepo_MonteroPau2017	7	TRUE	147.064418567966	147.995206027257	147.995206027257	10117676	317	2.15551799059742	3.13313057267301e-05	0.465393729645462	8.333548509203	31584.6360759494	14.6273913127142	0.986580360104177	0	14.5443224908867	13.9182208482171	8.60588518861271	39.0736973225548	0.591700658040623	0.321712480105479	0.2	Cucurbita pepo	NA	1.43322222195771	16	0.00340179357650633	1403	4.75224175757576	NA
Cucurbita_pepo_MonteroPau2017	14	TRUE	63.7753121977293	64.4878855183743	64.4156768939725	3731088	180	2.82240876284427	4.82433006136548e-05	0.320182348121595	7.3014813983303	20091.7094972067	17.2645825812665	0.996464206466252	0.027027027027027	16.0767616115129	14.0732505136154	13.7340225100851	76.2299544107345	0.854277922504609	0.390384243945243	0.2	Cucurbita pepo	NA	0.370536196261069	20	NA	1298	0.47109696969697	NA
Cucurbita_pepo_MonteroPau2017	11	TRUE	110.806267957049	111.488152682939	111.486068369142	9821994	326	2.9420718341165	3.31908164472509e-05	0.340942362944766	7.67563757482311	30177.1353846154	11.3506553118584	0.997216771427819	0	11.3410956795295	9.20772850045367	7.3659262084595	45.240180940205	0.649489821495365	0.270236755522411	0.2	Cucurbita pepo	NA	0.721464447973159	9	0.00245250714419186	1451	7.19287439393939	NA
Cucurbita_pepo_MonteroPau2017	12	TRUE	125.100801978442	125.663052773851	125.661590337694	9812406	446	3.56512502675128	4.54526647185206e-05	0.281125397704364	7.7761834402885	22039.9730337079	12.8063994027248	0.999199480810164	0	12.812705803754	12.7949492317069	4.86592027699704	29.3535505645747	0.379773043377877	0.208517590398934	0.2	Cucurbita pepo	NA	0.940030927392202	3	0.00170620281668867	1443	3.81593566666667	NA
